Production Budget ($),Worldwide Gross ($)
"$2,000,000 ","$16,131,551 "
"$2,000,000 ","$10,679 "
"$125,000,000 ","$960,283,305 "
"$30,000,000 ","$67,255,916 "
"$8,000,000 ","$15,644,196 "
"$260,000,000 ","$586,581,936 "
"$90,000,000 ","$20,466,016 "
"$55,000,000 ","$90,552,675 "
"$30,000,000 ","$102,716,321 "
"$24,000,000 ","$35,792,945 "
"$15,000,000 ","$430,821,168 "
"$150,000,000 ","$142,634,358 "
"$95,000,000 ","$223,050,874 "
"$52,000,000 ","$217,569,328 "
"$8,470,000 ","$42,355,526 "
"$100,000,000 ","$97,523,020 "
"$20,000,000 ","$48,680,977 "
"$16,000,000 ","$56,506,120 "
"$14,000,000 ","$21,410,546 "
"$40,000 ","$25,572 "
"$95,000,000 ","$169,511,609 "
"$10,000,000 ","$78,693,371 "
"$50,000 ","$424,149 "
"$200,000,000 ","$400,062,763 "
"$120,000,000 ","$49,628,177 "
"$80,000,000 ","$204,774,690 "
"$12,500,000 ","$2,272,186 "
"$5,000,000 ","$6,205,034 "
"$100,000,000 ","$310,650,574 "
"$35,000,000 ","$252,276,928 "
"$15,000,000 ","$20,601,987 "
"$7,000,000 ","$17,023,121 "
"$112,000,000 ","$232,017,848 "
"$17,000,000 ","$8,609,949 "
"$8,000,000 ","$20,005,613 "
"$1,000,000 ","$16,566,240 "
"$30,000,000 ","$53,048,539 "
"$25,000,000 ","$71,594,792 "
"$25,000,000 ","$9,445,081 "
"$10,000,000 ","$15,037,867 "
"$9,100,000 ","$18,872,126 "
"$5,000,000 ",$0 
"$2,500,000 ",$0 
"$2,100,000 ",$0 
"$1,100,000 ",$0 
"$950,000 ",$0 
"$500,000 ",$0 
"$300,000 ",$0 
"$290,000 ",$0 
"$250,000 ",$0 
"$250,000 ",$0 
"$63,000,000 ","$188,657,593 "
"$32,000,000 ","$140,428,499 "
"$13,400,000 ","$164,247 "
"$5,500,000 ","$15,867,314 "
"$4,000,000 ","$120,016 "
"$2,600,000 ",$0 
"$2,500,000 ","$593,933 "
"$1,500,000 ","$99,870,886 "
"$500,000 ","$680,914 "
"$30,000,000 ","$61,449,135 "
"$20,000,000 ","$39,686,769 "
"$1,000,000 ","$51,587 "
"$110,000,000 ","$229,155,503 "
"$70,000,000 ","$70,546,865 "
"$30,000,000 ","$8,845,575 "
"$3,800,000 ","$41,914 "
"$25,000,000 ","$149,228,078 "
"$42,500,000 ","$76,347,393 "
"$37,000,000 ","$97,143,987 "
"$35,000,000 ","$24,687,524 "
"$25,000,000 ","$32,209,741 "
"$5,000,000 ","$26,517,819 "
"$4,500,000 ","$9,330,465 "
"$6,500,000 ","$20,412,841 "
"$50,000,000 ","$146,195,159 "
"$40,000,000 ","$136,123,083 "
"$32,000,000 ","$82,332,450 "
"$68,000,000 ","$87,173,475 "
"$50,000,000 ","$41,042,583 "
"$5,000,000 ","$46,263,525 "
"$200,000 ","$2,430,735 "
"$8,900,000 ",$0 
"$160,000,000 ","$355,408,305 "
"$3,200,000 ","$14,314,407 "
"$1,900,000 ","$4,581,937 "
"$1,500,000 ",$0 
"$6,000,000 ",$0 
"$40,000,000 ","$87,145,086 "
"$40,000,000 ","$101,162,106 "
"$27,000,000 ","$155,564,919 "
"$5,800,000 ","$9,662,214 "
"$75,000,000 ","$89,758,389 "
"$18,000,000 ","$73,695,194 "
"$6,000,000 ","$408,159 "
"$30,000,000 ","$104,283,753 "
"$16,000,000 ","$52,545,707 "
"$135,000,000 ","$245,504,574 "
"$50,200,000 ","$126,931,325 "
"$19,000,000 ","$7,576,604 "
"$17,000,000 ","$38,028,230 "
"$6,000,000 ","$13,168,809 "
"$25,000,000 ","$8,208,594 "
"$85,000,000 ","$150,422,946 "
"$20,000,000 ","$36,265,745 "
"$15,000,000 ","$1,148,578 "
"$90,000,000 ","$487,519,809 "
"$40,000,000 ","$95,989,590 "
"$25,000,000 ","$15,907,411 "
"$38,000,000 ","$116,809,717 "
"$25,000,000 ","$53,345,287 "
"$5,200,000 ","$11,633,427 "
"$4,000,000 ","$679,482 "
"$1,800,000 ","$783,733 "
"$125,000,000 ","$629,969,804 "
"$30,000,000 ","$23,353,111 "
"$20,000,000 ","$6,093,725 "
"$8,000,000 ","$10,763,183 "
"$93,000,000 ","$482,860,185 "
"$52,000,000 ","$75,835,124 "
"$60,000,000 ","$84,154,026 "
"$32,500,000 ","$289,527,030 "
"$7,000,000 ","$382,946 "
"$5,000,000 ","$2,821,010 "
"$2,450,000 ","$182,358 "
"$250,000,000 ","$1,045,663,875 "
"$30,000,000 ","$162,838,373 "
"$1,300,000 ","$13,465 "
"$150,000,000 ","$664,837,547 "
"$80,000,000 ","$586,464,305 "
"$35,000,000 ","$61,721,826 "
"$7,250,000 ","$35,122,948 "
"$150,000,000 ","$449,326,618 "
"$36,000,000 ","$4,020,990 "
"$35,000,000 ","$65,084,116 "
"$21,000,000 ","$5,046,038 "
"$7,000,000 ","$38,158,601 "
"$3,000,000 ","$834,953 "
"$200,000,000 ","$219,535,492 "
"$55,000,000 ","$189,624,452 "
"$4,000,000 ","$1,989,035 "
"$10,000,000 ","$1,230,542 "
"$200,000,000 ","$560,155,383 "
"$19,000,000 ","$215,448,997 "
"$10,000,000 ","$1,884,251 "
"$4,600,000 ","$9,261,711 "
"$3,500,000 ",$0 
"$195,000,000 ","$1,123,790,543 "
"$40,000,000 ","$91,126,600 "
"$110,000,000 ","$263,880,341 "
"$30,000,000 ","$8,593,154 "
"$23,000,000 ","$77,735,925 "
"$4,500,000 ","$1,217,307 "
"$125,000,000 ","$1,341,511,219 "
"$30,000,000 ","$50,145,607 "
"$6,000,000 ","$11,348,205 "
"$5,500,000 ","$28,468 "
"$140,000,000 ","$370,569,776 "
"$35,000,000 ","$146,595,891 "
"$14,500,000 ","$25,480,031 "
"$175,000 ","$2,102,779 "
"$163,000,000 ","$175,910,315 "
"$110,000,000 ","$563,749,323 "
"$50,000,000 ","$147,142,328 "
"$19,100,000 ","$2,406,666 "
"$13,000,000 ","$6,459,183 "
"$6,000,000 ","$21,197,454 "
"$1,000,000 ","$1,239,174 "
"$560,000 ","$3,709 "
"$50,000,000 ","$26,121,638 "
"$40,000,000 ","$47,787,943 "
"$30,000,000 ","$65,343,694 "
"$18,000,000 ","$47,158,652 "
"$2,000,000 ","$1,869,928 "
"$80,000,000 ","$170,805,525 "
"$35,000,000 ","$212,417,601 "
"$25,000,000 ","$5,297,411 "
"$500,000 ","$1,131,261 "
"$90,000,000 ","$63,356,133 "
"$30,000,000 ","$40,520,649 "
"$27,000,000 ","$80,681,183 "
"$15,000,000 ","$59,168,692 "
"$12,000,000 ","$87,793 "
"$4,500,000 ","$2,404,639 "
"$2,900,000 ","$25,935 "
"$1,500,000 ","$184,705 "
"$1,800,000 ","$842,693 "
"$40,000,000 ","$72,295,262 "
"$25,000,000 ","$39,126,427 "
"$11,000,000 ","$229,653 "
"$5,000,000 ","$25,861,249 "
"$2,300,000 ","$29,384 "
"$900,000 ","$958,978 "
"$20,000,000 ","$46,604,054 "
"$60,000,000 ","$137,551,594 "
"$25,000,000 ","$24,215,385 "
"$10,000,000 ","$2,529,395 "
"$3,000,000 ","$331,000 "
"$3,000,000 ","$5,073 "
"$2,000,000 ","$2,151,887 "
"$750,000 ","$7,712,436 "
"$35,000,000 ","$84,606,030 "
"$26,000,000 ","$146,850,273 "
"$25,000,000 ","$38,749,404 "
"$21,000,000 ","$81,452,811 "
"$12,000,000 ","$22,750,356 "
"$3,000,000 ",$0 
"$25,000,000 ","$11,253,821 "
"$24,000,000 ","$24,474,463 "
"$15,000,000 ","$78,054,825 "
"$8,000,000 ","$2,772,511 "
"$7,200,000 ","$295,492 "
"$70,000,000 ","$65,409,046 "
"$50,000,000 ","$111,300,835 "
"$37,000,000 ","$96,068,724 "
"$35,000,000 ","$86,648,359 "
"$30,000,000 ","$3,721,988 "
"$4,000,000 ","$1,983,596 "
"$190,000 ","$1,577,585 "
"$50,000,000 ","$41,642,166 "
"$20,000,000 ","$30,163,785 "
"$14,000,000 ","$623,292 "
"$8,000,000 ","$41,334,735 "
"$5,000,000 ","$5,476,793 "
"$4,750,000 ","$4,972,016 "
"$2,000,000 ","$35,185,884 "
"$6,000,000 ",$0 
"$50,000,000 ","$257,972,745 "
"$3,500,000 ","$5,706,638 "
"$25,000,000 ","$213,120,004 "
"$41,000,000 ","$7,684,524 "
"$38,000,000 ","$27,501,814 "
"$35,000,000 ","$786,532 "
"$24,000,000 ","$62,989,834 "
"$8,000,000 ","$3,505,823 "
"$90,000,000 ","$139,877,913 "
"$45,000,000 ","$164,539,660 "
"$7,000,000 ","$1,891,936 "
"$5,500,000 ","$13,480,196 "
"$5,000,000 ","$202,053,386 "
"$4,200,000 ","$313,230 "
"$3,400,000 ","$20,433,227 "
"$1,000,000 ","$5,438,911 "
"$130,000,000 ","$554,987,477 "
"$45,000,000 ","$21,544,732 "
"$35,000,000 ","$165,103,952 "
"$27,500,000 ","$15,815,509 "
"$250,000 ","$3,731,489 "
"$80,000,000 ","$214,974,953 "
"$36,000,000 ","$193,737,977 "
"$25,000,000 ","$36,054,706 "
"$13,000,000 ","$99,034,125 "
"$10,000,000 ","$7,862,131 "
"$1,500,000 ","$372,239 "
"$1,200,000 ","$7,826 "
"$40,000 ","$3,632 "
"$150,000,000 ","$39,549,758 "
"$70,000,000 ","$213,463,976 "
"$42,000,000 ","$91,678,442 "
"$12,000,000 ","$1,188,194 "
"$300,000 ","$39,475 "
"$79,000,000 ","$150,519,217 "
"$75,000,000 ","$211,562,435 "
"$9,400,000 ","$21,817,298 "
"$20,000,000 ","$175,507,800 "
"$135,000,000 ","$157,956,466 "
"$127,500,000 ","$689,420,051 "
"$4,000,000 ","$978,527 "
"$180,000,000 ","$180,047,784 "
"$85,000,000 ","$149,717,124 "
"$45,000,000 ","$160,971,922 "
"$20,000,000 ","$14,807,531 "
"$10,000,000 ","$34,240,572 "
"$16,000,000 ","$128,256,712 "
"$17,300 ",$0 
"$40,000,000 ","$155,011,165 "
"$28,000,000 ","$40,966,716 "
"$9,000,000 ","$17,462,398 "
"$145,000,000 ","$694,713,230 "
"$125,000,000 ","$535,663,443 "
"$80,000,000 ","$349,088,523 "
"$25,000,000 ","$38,112,154 "
"$90,000,000 ","$239,373,970 "
"$130,000,000 ","$373,993,951 "
"$7,500,000 ","$8,539,003 "
"$50,000,000 ","$118,729,073 "
"$13,000,000 ","$509,193 "
"$70,000,000 ","$156,815,529 "
"$40,000,000 ","$55,247,881 "
"$34,800,000 ","$62,831,715 "
"$800,000 ","$24,426,169 "
"$12,000,000 ","$1,828,400 "
"$9,100,000 ","$20,927,794 "
"$6,500,000 ","$3,149 "
"$6,000,000 ",$0 
"$5,000,000 ",$0 
"$4,700,000 ",$0 
"$2,600,000 ","$7,033,931 "
"$2,000,000 ",$0 
"$250,000 ",$0 
"$70,000 ","$8,555 "
"$170,000,000 ","$401,021,746 "
"$12,000,000 ","$10,026,255 "
"$4,000,000 ","$12,302 "
"$1,200,000 ","$26,608 "
"$1,000,000 ","$96,734 "
"$135,000,000 ","$573,068,425 "
"$27,500,000 ","$31,157,914 "
"$25,000,000 ","$98,406,855 "
"$14,000,000 ","$115,592,104 "
"$7,000,000 ","$10,765,283 "
"$3,000,000 ","$156,362 "
"$9,000 ","$4,584 "
"$100,000,000 ","$98,227,017 "
"$70,000,000 ","$160,379,930 "
"$58,000,000 ","$50,365,498 "
"$23,000,000 ","$36,374,700 "
"$10,000,000 ","$1,049,641 "
"$42,000,000 ","$36,197,221 "
"$42,000,000 ","$45,688,337 "
"$25,000,000 ","$81,249,176 "
"$67,500,000 ","$350,976,753 "
"$12,000,000 ","$103,028,188 "
"$3,000,000 ","$223,652 "
"$165,000,000 ","$496,511,521 "
"$31,000,000 ","$160,558,438 "
"$16,000,000 ","$94,812 "
"$15,000,000 ","$22,018,988 "
"$65,000,000 ","$156,974,557 "
"$57,000,000 ","$149,217,355 "
"$23,000,000 ","$151,496,097 "
"$32,500,000 ","$24,159,934 "
"$14,000,000 ","$35,579,177 "
"$12,000,000 ","$82,497,035 "
"$40,000,000 ","$25,268,680 "
"$15,000,000 ","$128,955,898 "
"$12,000,000 ","$123,681,790 "
"$1,800,000 ",$0 
"$800,000 ","$462,206 "
"$750,000 ","$1,011,535 "
"$500,000 ",$0 
"$220,000,000 ","$757,890,267 "
"$300,000 ",$0 
"$125,000,000 ","$211,856,088 "
"$22,000,000 ","$77,229,695 "
"$840,000 ","$3,787,689 "
"$42,000,000 ","$202,812,429 "
"$10,000,000 ","$4,708,127 "
"$6,000,000 ","$8,446,952 "
"$60,000 ",$0 
"$4,000,000 ","$442,550 "
"$1,000,000 ",$0 
"$80,000,000 ","$677,923,379 "
"$1,100,000 ","$9,297,407 "
"$1,000,000 ","$5,391,992 "
"$150,000,000 ","$305,270,083 "
"$85,000,000 ","$173,613,482 "
"$13,000,000 ",$0 
"$2,000,000 ",$0 
"$225,000,000 ","$1,519,479,547 "
"$12,500,000 ","$1,100,287 "
"$11,000,000 ","$10,431,506 "
"$10,000,000 ","$134,639,780 "
"$30,000,000 ","$54,052,249 "
"$30,000,000 ","$70,768,144 "
"$20,000,000 ","$33,943,049 "
"$10,000,000 ",$0 
"$1,200,000 ","$595,018 "
"$930,000 ","$30,905 "
"$25,000,000 ","$96,633,833 "
"$12,000,000 ","$113,373,764 "
"$12,000,000 ","$1,200,346 "
"$55,000,000 ","$136,143,605 "
"$33,000,000 ","$41,495,213 "
"$30,000,000 ","$61,623,819 "
"$26,000,000 ","$30,601,801 "
"$6,000,000 ","$10,106,975 "
"$5,250,000 ","$20,188,740 "
"$900,000 ","$7,396 "
"$135,000 ","$429,448 "
"$12,000,000 ","$32,700,439 "
"$45,000,000 ","$377,807,404 "
"$39,000,000 ","$81,150,788 "
"$12,500,000 ","$3,522,153 "
"$8,000,000 ","$2,721,534 "
"$5,800,000 ","$15,091 "
"$65,000,000 ","$180,148,897 "
"$209,000,000 ","$305,218,228 "
"$37,500,000 ","$120,925,697 "
"$8,900,000 ","$22,744,132 "
"$1,100,000 ","$56,491 "
"$100,000 ",$0 
"$215,000,000 ","$654,213,485 "
"$16,000,000 ","$68,582,095 "
"$10,800,000 ","$484,873,045 "
"$1,000,000 ","$42,411,721 "
"$1,000,000 ","$101,759,490 "
"$546,173 ",$0 
"$50,000,000 ","$236,799,211 "
"$3,000,000 ","$1,324,299 "
"$45,000,000 ","$80,594,860 "
"$70,000,000 ","$61,031,932 "
"$57,500,000 ","$58,085,235 "
"$120,000 ","$3,090,593 "
"$185,000,000 ","$554,606,532 "
"$67,500,000 ","$137,489,730 "
"$21,500,000 ","$74,326,015 "
"$10,000,000 ","$11,766,959 "
"$1,800,000 ","$23,265,132 "
"$50,000,000 ","$556,016,627 "
"$20,000,000 ","$66,950,887 "
"$16,000,000 ","$12,519,804 "
"$7,000,000 ","$170,549,753 "
"$20,000,000 ","$25,361,206 "
"$6,000,000 ","$16,369,708 "
"$5,700,000 ","$86,051,320 "
"$3,000,000 ","$12,577,401 "
"$1,200,000 ",$0 
"$6,000,000 ","$1,673,635 "
"$5,600,000 ","$14,683,763 "
"$95,000,000 ","$879,765,137 "
"$17,700,000 ","$14,518,884 "
"$2,500,000 ","$33,349,941 "
"$500,000 ",$0 
"$275,000,000 ","$1,084,439,099 "
"$225,000 ","$1,109,276 "
"$55,000,000 ","$67,130,045 "
"$33,000,000 ","$165,552,290 "
"$10,000,000 ","$4,659,110 "
"$145,000,000 ","$746,921,271 "
"$125,000,000 ","$402,448,265 "
"$750,000 ","$4,422,318 "
"$30,000,000 ","$133,085,295 "
"$200,000,000 ","$1,110,526,981 "
"$40,000,000 ","$55,249,159 "
"$100,000,000 ","$311,979,256 "
"$60,000,000 ","$108,119,662 "
"$10,000,000 ","$24,660,323 "
"$4,900,000 ","$6,924,321 "
"$2,500,000 ","$4,934,356 "
"$270,000 ","$830,700 "
"$22,000,000 ","$17,216,955 "
"$35,000,000 ","$31,393,201 "
"$25,000,000 ","$48,530,887 "
"$17,000,000 ","$10,637,281 "
"$4,000,000 ","$5,966,671 "
"$1,200,000 ",$0 
"$26,000,000 ","$54,393,637 "
"$20,000,000 ","$1,065,907 "
"$14,000,000 ","$82,925,064 "
"$850,000 ","$1,386,088 "
"$275,000,000 ","$282,778,100 "
"$40,000,000 ","$20,790,486 "
"$2,000,000 ","$16,610,760 "
"$1,000,000 ",$0 
"$65,000,000 ","$273,346,281 "
"$24,200,000 ","$10,447,579 "
"$4,000,000 ",$0 
"$300,000 ","$17,241 "
"$65,000,000 ","$238,940,997 "
"$37,500,000 ","$58,792,011 "
"$35,000,000 ","$17,967,746 "
"$12,000,000 ","$35,830,713 "
"$4,600,000 ","$36,751,984 "
"$1,200,000 ",$0 
"$60,000,000 ","$47,818,913 "
"$45,000,000 ","$41,467,606 "
"$15,000,000 ","$57,586,606 "
"$13,000,000 ","$33,069,303 "
"$6,900,000 ","$44,103,982 "
"$85,000,000 ","$378,505,812 "
"$30,000,000 ","$170,466,405 "
"$19,000,000 ","$5,714,913 "
"$17,000,000 ","$116,044,347 "
"$500,000 ","$314,444 "
"$85,000,000 ","$208,542,162 "
"$79,000,000 ","$318,146,162 "
"$30,000,000 ","$197,618,160 "
"$125,000,000 ","$280,355,920 "
"$95,000,000 ","$104,907,746 "
"$4,000,000 ","$4,230,426 "
"$35,000,000 ","$35,426,759 "
"$5,000,000 ","$140,619,520 "
"$2,000,000 ","$17,061 "
"$1,000,000 ","$11,495,204 "
"$102,000,000 ","$130,673,154 "
"$20,000,000 ","$55,975,672 "
"$20,000,000 ","$8,300,821 "
"$14,000,000 ","$11,166,615 "
"$5,000,000 ","$9,109,597 "
"$2,000,000 ","$2,436 "
"$150,000,000 ","$238,202,668 "
"$4,300,000 ","$10,212,403 "
"$9,200,000 ","$5,806,666 "
"$136,200,000 ","$829,724,737 "
"$49,000,000 ","$71,004,627 "
"$21,000,000 ","$236,412,453 "
"$11,000,000 ","$25,307,405 "
"$145,000,000 ","$306,900,902 "
"$120,000,000 ","$607,987,022 "
"$65,000,000 ","$48,164,150 "
"$19,500,000 ","$29,393,634 "
"$15,000,000 ","$39,238,443 "
"$10,000,000 ","$8,890,094 "
"$44,500,000 ","$227,140,757 "
"$42,000,000 ","$73,239,258 "
"$13,500,000 ","$33,035,736 "
"$10,000,000 ","$3,336,053 "
"$3,000,000 ","$87,727,807 "
"$200,000 ","$236,806 "
"$250,000,000 ","$1,017,003,568 "
"$250,000 ",$0 
"$52,500,000 ","$134,612,435 "
"$40,000,000 ","$41,294,674 "
"$9,700,000 ","$36,787,044 "
"$60,000,000 ","$217,370,736 "
"$40,000,000 ","$169,590,606 "
"$35,000,000 ","$90,221,182 "
"$25,000,000 ","$28,012,862 "
"$100,000,000 ","$449,948,323 "
"$65,000,000 ","$442,169,052 "
"$25,000,000 ","$120,832,383 "
"$77,600,000 ","$60,680,125 "
"$45,000,000 ","$73,706 "
"$20,000,000 ","$34,454,631 "
"$5,000,000 ",$0 
"$4,000,000 ",$0 
"$4,000,000 ",$0 
"$2,100,000 ",$0 
"$2,000,000 ",$0 
"$850,000 ",$0 
"$650,000 ",$0 
"$500,000 ",$0 
"$60,000 ",$0 
"$55,000,000 ","$22,597,969 "
"$30,000,000 ","$115,121,608 "
"$9,000,000 ",$0 
"$1,500,000 ","$2,592,308 "
"$195,000,000 ","$197,687,603 "
"$18,000,000 ","$1,199,510 "
"$13,000,000 ","$42,195,766 "
"$12,500,000 ","$9,376,444 "
"$12,000,000 ","$12,079,308 "
"$4,500,000 ","$7,838,405 "
"$4,000,000 ","$25,448,707 "
"$2,500,000 ","$549,632 "
"$2,000,000 ","$63,555 "
"$110,000,000 ","$127,983,283 "
"$55,000,000 ","$110,387,072 "
"$12,000,000 ","$89,309,178 "
"$5,000,000 ","$60,611,845 "
"$3,000,000 ",$0 
"$35,000,000 ","$34,480,045 "
"$30,000,000 ","$48,330,757 "
"$15,000,000 ","$148,095,566 "
"$50,000,000 ","$214,949,716 "
"$35,000,000 ","$48,543,388 "
"$10,000,000 ","$31,164,747 "
"$60,000 ","$4,917 "
"$28,000,000 ","$112,914,167 "
"$3,500,000 ",$0 
"$275,000,000 ","$260,002,115 "
"$61,000,000 ","$132,493,015 "
"$2,500,000 ","$6,916,951 "
"$250,000 ","$62,375 "
"$92,000,000 ","$304,249,198 "
"$50,000,000 ","$60,282,876 "
"$28,000,000 ","$94,050,951 "
"$40,000,000 ","$74,156,610 "
"$15,000,000 ","$57,907,734 "
"$4,000,000 ","$4,327 "
"$3,500,000 ","$27,704,111 "
"$5,400,000 ","$4,728,896 "
"$200,000,000 ","$1,215,392,272 "
"$10,000,000 ","$3,623,609 "
"$10,000,000 ","$173,472 "
"$150,000 ",$0 
"$76,000,000 ","$975,216,835 "
"$2,500,000 ","$32,327,255 "
"$50,000,000 ","$26,387,039 "
"$32,000,000 ","$27,392,609 "
"$12,800,000 ","$69,821,476 "
"$5,000,000 ","$31,149,251 "
"$2,000,000 ",$0 
"$70,000,000 ","$150,562,164 "
"$25,000,000 ","$9,313,302 "
"$13,000,000 ","$18,733,666 "
"$140,000,000 ","$375,740,705 "
"$50,000,000 ","$64,477,051 "
"$15,000,000 ","$47,011,449 "
"$20,000,000 ","$47,666,013 "
"$15,000,000 ","$9,300,336 "
"$20,000 ",$0 
"$110,000,000 ","$695,941,797 "
"$30,000,000 ","$60,512,680 "
"$1,700,000 ","$2,507,159 "
"$1,000,000 ",$0 
"$55,000 ",$0 
"$22,000,000 ","$15,434,375 "
"$40,000,000 ","$27,000,381 "
"$500,000 ","$152,449 "
"$120,000,000 ","$287,916,633 "
"$1,500,000 ","$1,541,131 "
"$1,250,000 ","$2,940,411 "
"$1,200,000 ","$2,859,955 "
"$32,500,000 ","$48,425,971 "
"$26,000,000 ","$81,275,291 "
"$15,000,000 ","$528,731 "
"$10,000,000 ","$31,556,959 "
"$17,000,000 ","$97,778,356 "
"$16,000,000 ","$22,594,052 "
"$1,400,000 ","$1,632 "
"$900,000 ","$413,733 "
"$5,000,000 ","$26,853,810 "
"$1,000,000 ",$0 
"$190,000,000 ","$467,381,584 "
"$3,450,000 ","$18,309,793 "
"$3,000,000 ","$11,267,511 "
"$3,000,000 ","$47,469 "
"$103,000,000 ","$362,000,072 "
"$160,000,000 ","$789,300,444 "
"$100,000,000 ","$262,794,441 "
"$3,000,000 ","$23,283,672 "
"$130,000,000 ","$251,499,665 "
"$75,000,000 ","$342,769,200 "
"$8,300,000 ","$50,827,466 "
"$6,500,000 ","$3,027,956 "
"$38,000,000 ","$94,763,758 "
"$15,000,000 ","$61,847 "
"$15,000,000 ","$20,898,221 "
"$11,000,000 ","$32,943,247 "
"$10,600,000 ","$261,364 "
"$225,000,000 ","$667,999,518 "
"$1,000,000 ","$5,892,466 "
"$200,000,000 ","$743,588,329 "
"$190,000,000 ","$531,514,650 "
"$2,500,000 ",$0 
"$42,000 ",$0 
"$4,500,000 ",$0 
"$150,000,000 ","$205,440,387 "
"$43,000,000 ","$229,727,774 "
"$23,000,000 ","$13,593,473 "
"$500,000 ","$1,778 "
"$58,000,000 ","$93,672,764 "
"$3,000,000 ","$91,266,581 "
"$90,000,000 ","$200,859,554 "
"$37,000,000 ","$267,816,276 "
"$300,000 ",$0 
"$135,000,000 ","$286,896,578 "
"$130,000,000 ","$79,076,678 "
"$84,000,000 ","$137,162,560 "
"$20,000,000 ","$318,000,141 "
"$5,300,000 ","$440,821 "
"$4,800,000 ","$4,494,560 "
"$1,000,000 ","$501,289 "
"$7,000,000 ","$1,268,346 "
"$115,000,000 ","$416,456,852 "
"$18,000,000 ","$102,912,961 "
"$1,900,000 ","$285,593 "
"$1,500,000 ","$4,128,828 "
"$110,000,000 ","$348,547,523 "
"$500,000 ","$2,141,436 "
"$35,000,000 ","$175,361,578 "
"$30,000,000 ","$66,742,138 "
"$2,000,000 ",$0 
"$1,900,000 ","$10,137,234 "
"$200,000,000 ","$490,359,051 "
"$30,000,000 ","$19,599,974 "
"$1,000,000 ",$0 
"$150,000,000 ","$644,602,516 "
"$19,000,000 ","$76,086,711 "
"$40,000,000 ","$16,173,593 "
"$30,000,000 ","$177,025,498 "
"$28,000,000 ","$63,129,909 "
"$18,000,000 ","$43,402,515 "
"$5,000,000 ","$1,075,009 "
"$2,500,000 ","$35,017 "
"$60,000,000 ","$75,965,567 "
"$38,600,000 ","$57,987,299 "
"$20,000,000 ","$47,508,505 "
"$19,200,000 ","$5,617,460 "
"$500,000 ","$407,100 "
"$175,000 ","$2,602 "
"$18,000,000 ","$11,813,989 "
"$10,000,000 ","$68,541,786 "
"$5,000,000 ","$100,486,616 "
"$2,000,000 ",$0 
"$120,000,000 ","$286,192,091 "
"$50,000,000 ","$238,059,569 "
"$30,000,000 ","$51,078,541 "
"$5,000,000 ","$161,921,515 "
"$2,000,000 ","$28,864 "
"$8,000,000 ","$25,621,449 "
"$46,000,000 ","$113,402,302 "
"$38,000,000 ","$98,230,839 "
"$20,000,000 ","$16,723,377 "
"$8,000,000 ","$21,970,000 "
"$78,000,000 ","$274,392,649 "
"$18,000,000 ","$9,082,906 "
"$8,500,000 ","$22,885,836 "
"$5,500,000 ","$41,268,579 "
"$190,000,000 ","$351,040,419 "
"$15,000,000 ","$9,307,166 "
"$70,000,000 ","$103,735,965 "
"$30,000,000 ","$82,409,520 "
"$26,000,000 ","$6,154,172 "
"$20,000,000 ","$181,025,343 "
"$8,500,000 ","$10,386,814 "
"$12,000,000 ",$0 
"$25,000,000 ","$71,009,334 "
"$15,000,000 ","$160,903,019 "
"$45,000 ",$0 
"$35,000 ",$0 
"$60,000,000 ","$104,100,903 "
"$11,000,000 ","$56,178,935 "
"$2,500,000 ","$59,922,558 "
"$55,000,000 ","$220,648,184 "
"$20,000,000 ","$18,273,009 "
"$5,250,000 ","$22,937,201 "
"$750,000 ","$1,960,521 "
"$650,000 ","$171,962 "
"$17,000,000 ","$72,835,710 "
"$12,000,000 ","$24,761,360 "
"$12,000,000 ","$29,549,145 "
"$7,000,000 ","$1,933,829 "
"$150,000,000 ","$1,274,234,980 "
"$130,000,000 ","$864,868,047 "
"$22,000,000 ","$70,536,870 "
"$12,000,000 ","$98,963,392 "
"$22,000,000 ","$51,695,362 "
"$17,500,000 ","$7,285,135 "
"$35,000,000 ","$29,890,402 "
"$40,000,000 ","$97,470,701 "
"$20,000,000 ","$78,613,981 "
"$3,100,000 ","$123,407 "
"$32,000,000 ","$126,539,117 "
"$190,000,000 ","$411,002,906 "
"$80,000,000 ","$247,023,808 "
"$900,000 ","$17,549,645 "
"$250,000,000 ","$960,366,855 "
"$40,000,000 ","$257,878,294 "
"$35,000,000 ","$114,962,525 "
"$25,000,000 ","$52,543,354 "
"$50,000,000 ","$172,185,754 "
"$80,000,000 ","$130,580,730 "
"$175,000,000 ","$151,716,815 "
"$100,000,000 ","$391,976,723 "
"$91,000,000 ","$188,536,838 "
"$40,000,000 ","$69,807,260 "
"$25,000,000 ","$50,738,810 "
"$30,000,000 ","$143,490 "
"$22,000,000 ","$30,051,905 "
"$19,000,000 ",$0 
"$16,000,000 ","$1,844,228 "
"$9,500,000 ",$0 
"$4,000,000 ","$4,454,853 "
"$1,800,000 ",$0 
"$1,750,000 ",$0 
"$1,200,000 ",$0 
"$1,100,000 ",$0 
"$1,000,000 ","$552,614 "
"$625,000 ",$0 
"$500,000 ",$0 
"$150,000 ","$32,927 "
"$100,000 ",$0 
"$30,000 ",$0 
"$450,000 ",$0 
"$170,000,000 ","$771,100,771 "
"$30,000,000 ","$33,339,868 "
"$16,000,000 ","$1,705,908 "
"$60,000,000 ","$131,377,412 "
"$30,000,000 ","$122,529,966 "
